content,label,start
Đóng gói chắc chắn cẩn thận Giao hàng rất nhanh và được mở ra kiểm tra sản phẩm Sản phẩm rất đẹp và vô cùng chắc chắn Rất hài lòng với nhân viên giao hàng of Tiki và các sản phẩm of LocknLock,POS,5
Thời gian giải quyết đơn hàng quá lâu Đặt đơn từ  đến  mới tiến hành giao sau khi đã nhắn tin và gửi email hỗ trợ Đáy sản phẩm bề mặt thủy tinh bị lỗi k trơn và phẳng như bình thường nhìn như hàng bị lỗi vậy ,NEG,2
Sản phẩm có chất lượng đúng như mô tả đóng gói chắc chắc rất đáng tiền giao hàng nhanhPs không có thời gian chụp hình nên mình lấy đỡ hình trên mạng up,POS,5
Nắp hộp kín chắc chắn đũa và thìa hơi nhẹ tay ngắn thìa nông vách thủy tinh hơi thấp nên vẫn có thể bị tràn thức ăn sang ngăn bên cạnh mặt dưới nắp nhựa nên làm phẳng luôn sẽ dễ vệ sinh hơn,POS,5
Hộp cơm giữ nhiệt tốt Chất liệu thủy tinh ổn cầm trên tay thấy nặng Shop đóng gói chắc chắn bọc trong  lớp hộp và  lớp chống sốc,POS,5
sp cầm hơi nặng tay nha Giao hàng siêu nhanh ạ Cái muỗng nó sáng thấy mặt mình luôn haha Đóng gói hàng cẩn thận,POS,5
Hộp thủy tinh dày và nặng lắm đấy ạ phần cài  bên cũng siêu chắc chắn luôn Muỗng kèm theo hơi nong nên múc ko đc nhiều còn đũa với mình là hơi ngắn Nói chung sản phẩm chất lượng đóng gói chắc chắn giao hàng nhanh,POS,5
Ngoại quan cốc đẹp cầm cảm giác sang và chắc tay Sản phẩm còn tặng kèm dụng cụ vệ sinh ống hút rất tiện lợi Nắp cốc đóng chặt và khít có gioăng cao su nên rất khó bị chảy nước Điểm trừ là cốc ko dùng được cho nước nóng nhưng không thấy sản phẩm note trên tiki chỉ ghi ở giấy dán đáy cốc nên mình ko để ý có lỡ để cafe nóng dẫn đến bị chảy miệng cốc  chút,POS,4
to hơn mình nghĩ làm bằng nhựa nên giữ nhiệt khoq tốt lắm nma như vầy là đã ổn so với giá rồi nha giao hàng nhanh phần nắp bị bể  xíu nma khoq sao có hơi thất vọng  xíu vì vẫn bị thấm nước nhẹ ra ly định mua ly  lớp để khoq bị thấm nước dù vậy vẫn ổn,POS,5
Sp đẹp tốt của hãng lớn nên yên tâm về chất liệu nhựa Có kèm ống hút và cây cọ để rửa ống hút nữa Vì là nhựa nên mình chỉ dùng uống đồ lạnh đá chứ ko nên uống đồ nóng bằng ly này nha Tất nhiên ko thể giữ nhiệt lâu bằng loại bình chất liệu thép hay inox có nắp vặn nhưng mình đựng đầy đá đóng chặt nắp để trong môi trường mátmáy lạnh thì để được từ sáng đến chiều lận nha,POS,5
Mình mua cái này là cái thứ  Chất lượng ổn so với giá đã sale và áp rất nhiều loại mã giảm giá Nhu cầu của mình là cần mua ly  lớp để uống nước đá không bị đọng nước ra bàn xét về phương diện này thì tạm ổn dù nước vẫn thấm một chút ra lớp ngoài cùng nhưng đối với mình thì vẫn chấp nhận được Vì là ly nhựa nên các bạn đừng kì vọng là giữ nhiệt được nhé,POS,5
Ly đẹp lắm nha mngtối qua buồn vì em có mua ly trước đó mà em làm rơi mấy lần thế là hqua nó vỡ mà nó giữ nhiệt tốt quá nên lên xem thì thấy đang sale nhanh tay em order luônvậy mà sáng đã nhận được rồiGIÁ CẢ PHẢI CHĂNGGIỮ NHIỆT RẤT LÀ OKAYLA LUÔN NHANếu mọi người cần một chiếc ly đi làmngồi làm việc hãy sắm em nó ngay đi Em ít khi viết review vì lườimà tại ly này đỉnh lúm phải review ngay Với do em ẩu mới tốn tiền mua lại á mng,POS,5
Ui vừa hôm qua đặt xong mà hôm nay đã có hàng  ship gì mà nhanh dữ vậyyyyyyyy Hqua flashsale  áp mac giảm k còn k khá rẻ cho một cuộc tình Cứ ship nhanh mà giá oke thì mình lại ủng hộ Tiki nhiều hơn nưasssss,POS,5
Tệ hạiTôi mua  dao bào lock n lock đều không xài được phải bỏ thùng rác Bộ thớt thì mỏng dánh không xử lý hay sao đó mà mới xài đã nổi mốc Lại phải tiễn vào thùng rác Còn  cái ly mới mua thì xấu không còn chỗ nào coi được vừa mỏng mảnh thiếu cân bằng vì lý quá to cao mà đế nhỏ xíu lại nhẹ làm sao mà vững được còn kiểu dáng thì to đùng thô kệch Hàng Lock and Lock lúc trước vừa tốt vừa đẹp còn lúc này thì tệ cả về chất lượng lẫn thiết kế Chắc khinh thị trường Việt Nam toàn người ngu hay sao đó Vừa mới phải mua lại tấm thớt gỗ cao su Trường Thành vừa rẻ vừa tốt Thôi người Việt Nam ủng hộ hàng Việt Nam,NEG,1
Ly đẹp giống hình  ly đi kèm với  ống hút và cọ rửa Ko phải là ly giữ nhiệt nên ko giữ đá dc lâu nhưng mình test thấy ly giữ dc khoảng  tiếng Như vậy là rất hợp lý với ly  lớp rồi Mang đi trà sữa là hợp lý  Nói chung là rất ưng ý lại mua sale nên giá rất hời D,POS,5
Bề mặt ít bị đọng nước dù là đựng nước nóng hay nước đas Do có  lớp nên cách nhiệt tốt ít bị ảnh hưởng từ nhiệt độ bên ngoài Mua ly nước đã rẻ còn áp mã giảm giá xu nữa tiết kiệm tiền lắm luôn,POS,5
rất hài lòng Lý giữ lạnh được lâu tan đá vừa phải để bạn có nước uống nhưng giữ đá lâu hơn các loại ly thông thường mình sử dụng được  thời gian rồi giữ đá được nữa ngày có hơn nhe mn để trà sữa ly lớn là okela luônhihi,POS,5
Điều mình hài lòng nhất khi mua hàng là sự nhiệt tình của shop Shop trả lời rất nhanh và rõ ràng đặc biệt là khi mình gặp khó khăn ở khâu nhận hàng Bên cạnh thì mình khá vui khi shop chủ động tư vấn loại hàng nào phù hợp với mìnhĐiều thứ hai là sản phẩm khá ổn Có hơi lúc lắc nhưng giá phù hợp,POS,5
Lâu lắm rồi mới thấy chiếc giường xếp tốt như này cuối cùng thì cũng được chọn được chiếc này shop không làm tôi thất vọng Giá lại rẻ hơn các shop khác chất lượng rất tốt giao hàng nhanh chóng shop tư vấn nhiệt tình chiếc giường rất tiện lợi có thể được gấp lại mà không chiếm không gian Kí,POS,5
Giường đẹp và đúng như hình chân giường sơn tĩnh điện nên là nhìn đẹp và không thấy vết trầy xước gì Lớp ván và nệm tuy mỏng nhưng ngồi lên thấy chắc chắn Tầm giá này thì giường rất tốt nhé mọi người,POS,5
với giá tiền thì sp ok chỉ chê  điểm là vít bắn tấm ván ép vào khung bị lồi lên trên mặt giường nếu ko có đệm thì khi nằm rất dễ bị tì vào gây khó chịu hoặc trầy xước,NEU,3
hàng ổn thiết kế cũng chắc chắn có lớp nệm mỏng và bên dưới là gỗ ép cứng giường gấp lại cũng khá là gọn đó mọi người,POS,5
shop thái độ bán hàng ko nhiệt tình nhắn tin trả lời cộc lốc hàng thì lỗi mặt cong vênh lớp vải thủng lộ cả phản gỗ Cạch ko có lần sau,NEG,1
giao hàng nhanh shop tư vấn khá nhiệt tình ok,POS,5
Nhanh gọn vừa nt mua hôm trước hôm sau nhận đc hàng luôn,POS,5
giao hàng nhanh giường chắc chắn điểm trừ là tấm gỗ là gỗ ép nhanh hư,POS,5
Giường rất chắc chắn nhé Ưng ý Cám ơn shop,POS,5
Mua kèm cái này với cây chà kính hai cái đẹp xuất sắc bên này có chương trình hoàn tiền cực hay mình mua đơn nhiều sản phẩm được hoàn lại tiền cũng kha khá hehe tiết kiệm đc tiền shopping Còn về sp thì ngắn gọn một câu là Đỉnh hi vọng shop giữ đc chất lượng vậy Cảm ơn Paroti,POS,5
Phải có cho  sao nói chung thương hiệu Parroti có nhu cầu là mua không cần suy nghĩ Thiết kế thông minh tiện lợi Kiểu dáng đẹp sang trọng Rất chắn chắn Dễ lắp ráp và sử dụng Giao hàng cực nhanh Lần đầu mua thùng rác Parroti sau đó là thích luônTuy nhiên Parroti cần đa dạng thêm sản phẩm nhà bếp thông minh vì hiện tại còn rất hạn chếThanks Parroti,POS,5
Thiết kế thông minh  trong  Có thể vừa chà cọ sàn vừa có thể gạt nước và chất bẩn giúp sàn nhà luôn khô sạch Thân cây cọ sàn toilet được làm bằng nhôm cao cấp và chốt thay đổi độ dài linh hoạt Bàn chà rộng  cm giúp bạn cọ sàn nhanh hơn loại thông thường Thân cây dài  Cm chống cúi người đau lưng Thiết kế tinh tế cao cấp dễ dàng cất đặt gọn gàng,POS,5
Quá đẹp cầm nhẹ nhànghắc chắn xịn xò hàng VN mà xịn như hàng xuất khẩu hiihi  lần trc mình từng ra chợ mua loại của Tàu k thích dc bằng cái này  lại thu gọn ngắn dài tuyệt tay cầm xốp êm ái lắm ý mọi ng nên mua nhé,POS,5
Parroti ko bao giờ làm mình thất vọng Mua lần thứ  rồi nè Hết mua cho nhà mình mua thêm cho ba mẹ anh chị giờ lại mua thêm cho hàng xóm nữa  Từ nay có thêm  thương hiệu để mình tin dùng Yêu Parroti quá chừng,POS,5
đọc review mọi ng khen quá m mua hẳn  cây  công nhận cọ  sạch mà xong thì khô ráo hơn có điều m chình dài hết cỡ rồi mà vẫn thấy hơi ngắn vẫn phải hơi cúi cây thì nhẹ nhưng cảm giác chắn chắn lắm,POS,5
Mình mua vì có bầu bất tiện khi cúi xuống chà sàn toilet bằng dụng cụ truyền thống Mới thử và chất lượng khá tốt Phù hợp với mấy bạn làm biếng như mình nữa vì k phải cúi xuống Làm kĩ tí thì khá sạch nha Mấy góc kẹt thì chịu khó dùng bàn chải khác để chà Mấy roong góc tường chổi này vào cũng khá ổn nhưng phải chà lâu tí Chắc do lực tay mình yếu nên khi dùng lực cán dài vậy hơi khó Nói chung recommend á,POS,4
Đóng gói ko được chắc chắn vỏ hộp bị móp méo chắc do vận chuyển xa Tuy nhiên ko ảnh hưởng đến chất lượng bên trong Hàng đẹp cầm chắc tay giống y như hình xứng đáng  sao,POS,5
SP như mô tả thân nhẹ cầm vừa tay các khớp nối chắc chắn dễ thu gọn hoặc kéo dài đồ nhà parroti khá tiện dụng đc gia công cẩn thận shop chăm sóc KH tốt Sẽ ủng hộ shop tiếp,POS,5
Giao hàng nhanh cây lau chắc chắn keo dài hay thu ngắn lại được thiết kế đẹp để nhà tắm nhìn rất sáng  phù hợp giá tiền ,POS,5
Tikinow giao siêu nhanh luôn đóng gói ok thùng nguyên vẹn khui thùng thấy bình mới tinh không trầy nói chung là duyệt lock  lock rồi Ít bữa dùng review tiếp thời gian bảo quản sau Giờ chấm  sao đã Cảm ơn Tiki nhé,POS,5
Do Tiki muốn thì mình sẽ review Chai có thể chia làm  phần là phần cách nhiệt và không cách nhiệt nếu bạn đổ nước quá phần gạch đỏ thì bình sẽ mất nhiệt rất nhanhChỗ miệng uống mở dễ dàng nhưng ko có lưới lọc nên đá hoặc lá trà sẽ theo raVỏ bình chống bám vân tay nhưng rất dễ bị dơ bạn nào hay ra mồ hôi tay thì xác định mua bình đen luôn đi,POS,4
Bình xinh lắm ạ Mình đắn đo mãi mới quyết định mua vì muốn tặng quà Cứ mong nó ổn mà nó ổn thật Nước nóng thì giữ nhiệt được trong h nếu là từ nước sôi  độ nha nên sau h có thể uống luôn cũng được trước đó thì mình nghĩ nên dùng để giữ nước nóng và khi dùng thì hoà thêm ít nước nhiệt độ thường để uống là hợp lý ý  btw nó tương đối vừa thôi tầm gần ml nên mng có thể cân nhắc,POS,5
Không có gì để chê luôn Mình mua  bình với giá hơn k  tẹo mà chất lượng em này khỏi chê Chỉ là Tiki đóng gói ko đẹp vì mua làm quà nên hộp bị móp mình thấy hơi buồn Giao có  ngày rưỡi là tới rồi  sao này dành cho nhân viên các bộ phận nha,POS,5
Xinh cực kì luôn màu mint yêu thích Lượng nước chứa thì vừa phải thôi không phải nhiều quá Pha trà thì dễ bị dây ra viền nắp và bị ố Nhưng nhìn chung vẫn là một chiếc bình quá xinh Khả năng giữ nhiệt ở mức tb lạnh giữ được khá lâu nóng thì bình thường,POS,5
Bình bị móp ở đáy cái nắp không giữ nhiệt mình đổ thử nước nóng vào thì phần nắp bị nóng ở ngoài Nói chung ko được như mong đợi để đựng nước bình thường thôi giữ nhiệt thì ko được lâu Bù lại thiết kế ổn màu xinh,NEU,3
Hàng đóng gói rất đẹp Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng Hộp không có dấu hiệu bị móp chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng hứng như hứng hoa Xin nghiêng mình cảm ơn vì tất cả,POS,5
Sản phẩm mẫu mã đẹp mắt giữ nhiệt ổn Tuy nhiên khi dùng nên bỏ đồ lạnh tốt hơn Nhiệt bị thấm ra ngoài nên nếu bỏ đồ nóng bạn sẽ cảm nhận được nhiệt lượng khi cầm bình,POS,5
Hàng đẹpđã mua được lần đầu thấy ổn nên mình mua tiếp tặng bạn bèHàng đóng gói cực kỳ cần thận đi kèm vs tốc độ giao hàngquá nhanh,POS,5
